2021-10-19 16:26:54.643  INFO 20280 --- [http-nio-8081-exec-10] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | moduleURL : /orders
2021-10-19 16:27:44.769  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : THOUSANDS_POINT_TYPE , value : COMMA
2021-10-19 16:27:44.769  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | viewOrderDetails | loggedUser : ShopmeUserDetails [user=User(email=ya@a.com, password=$2a$10$Wn8xOUf9VgaapocpWj/qnezjM5k6o7pSraRmkWlCteES/Km8WC0Hi, firstName=Yöntem, lastName=Algınoğlu, photos=Ammanolla.png, enabled=true, roles=[Admin])]
2021-10-19 16:27:44.770  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | viewOrderDetails | isVisibleForAdminOrSalesperson : true
2021-10-19 16:28:07.197  INFO 20280 --- [http-nio-8081-exec-7] c.s.admin.controller.OrderController     : OrderController | deleteOrder is called
2021-10-19 16:28:07.213  INFO 20280 --- [http-nio-8081-exec-7] c.s.admin.controller.OrderController     : OrderController | deleteOrder | messageSuccess : The order ID 9 has been deleted.
2021-10-19 16:28:07.218  INFO 20280 --- [http-nio-8081-exec-6] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | sortField : orderTime
2021-10-19 16:28:07.218  INFO 20280 --- [http-nio-8081-exec-6] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | sortDir : desc
2021-10-19 16:28:07.218  INFO 20280 --- [http-nio-8081-exec-6] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | reverseSortDir : asc
2021-10-19 16:28:07.218  INFO 20280 --- [http-nio-8081-exec-6] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | keyword : null
2021-10-19 16:28:07.218  INFO 20280 --- [http-nio-8081-exec-6] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | moduleURL : /orders
2021-10-19 16:28:07.219  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.controller.OrderController     : OrderController | listByPage is called
2021-10-19 16:28:07.222  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes is started
2021-10-19 16:28:07.222  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | startCount : 1
2021-10-19 16:28:07.222  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | endCount : 10
2021-10-19 16:28:07.222  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | page.getTotalElements() : 0
2021-10-19 16:28:07.222  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | endCount : 0
2021-10-19 16:28:07.222  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | currentPage : 1
2021-10-19 16:28:07.222  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | totalPages : 0
2021-10-19 16:28:07.222  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | totalItems : 0
2021-10-19 16:28:07.222  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | listName : []
2021-10-19 16:28:07.222  INFO 20280 --- [http-nio-8081-exec-6] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting is called
2021-10-19 16:28:07.223  INFO 20280 --- [http-nio-8081-exec-6] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | currencySettings : [Setting [key=CURRENCY_ID, value=1], Setting [key=CURRENCY_SYMBOL, value=$], Setting [key=CURRENCY_SYMBOL_POSITION, value=Before price], Setting [key=DECIMAL_DIGITS, value=2], Setting [key=DECIMAL_POINT_TYPE, value=POINT], Setting [key=THOUSANDS_POINT_TYPE, value=COMMA]]
2021-10-19 16:28:07.223  INFO 20280 --- [http-nio-8081-exec-6] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_ID , value : 1
2021-10-19 16:28:07.223  INFO 20280 --- [http-nio-8081-exec-6] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_SYMBOL , value : $
2021-10-19 16:28:07.223  INFO 20280 --- [http-nio-8081-exec-6] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_SYMBOL_POSITION , value : Before price
2021-10-19 16:28:07.223  INFO 20280 --- [http-nio-8081-exec-6] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : DECIMAL_DIGITS , value : 2
2021-10-19 16:28:07.223  INFO 20280 --- [http-nio-8081-exec-6] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : DECIMAL_POINT_TYPE , value : POINT
2021-10-19 16:28:07.223  INFO 20280 --- [http-nio-8081-exec-6] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : THOUSANDS_POINT_TYPE , value : COMMA
2021-10-19 16:28:07.223  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.controller.OrderController     : OrderController | listByPage | loggedUser : ShopmeUserDetails [user=User(email=ya@a.com, password=$2a$10$Wn8xOUf9VgaapocpWj/qnezjM5k6o7pSraRmkWlCteES/Km8WC0Hi, firstName=Yöntem, lastName=Algınoğlu, photos=Ammanolla.png, enabled=true, roles=[Admin])]
2021-10-19 16:28:42.391  INFO 5052 --- [main] c.s.admin.order.OrderRepositoryTests     : Starting OrderRepositoryTests using Java 15.0.1 on DESKTOP-E7L6HLO with PID 5052 (started by Noyan in C:\Users\Noyan\Desktop\sts-4.9.0.RELEASE\workspace\Shopme\ShopmeWebParent\ShopmeBackEnd)
2021-10-19 16:28:42.394  INFO 5052 --- [main] c.s.admin.order.OrderRepositoryTests     : No active profile set, falling back to default profiles: default
2021-10-19 16:28:42.726  INFO 5052 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-10-19 16:28:42.833  INFO 5052 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 100 ms. Found 12 JPA repository interfaces.
2021-10-19 16:28:43.222  INFO 5052 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2021-10-19 16:28:43.266  INFO 5052 --- [main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 5.4.27.Final
2021-10-19 16:28:43.395  INFO 5052 --- [main] o.hibernate.annotations.common.Version   : HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-10-19 16:28:43.550  INFO 5052 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2021-10-19 16:28:43.802  INFO 5052 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2021-10-19 16:28:43.816  INFO 5052 --- [main] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-10-19 16:28:44.733  INFO 5052 --- [main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-10-19 16:28:44.741  INFO 5052 --- [main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-10-19 16:28:45.459  INFO 5052 --- [main] c.s.admin.order.OrderRepositoryTests     : Started OrderRepositoryTests in 3.391 seconds (JVM running for 4.307)
2021-10-19 16:28:45.477  INFO 5052 --- [main] o.s.t.c.transaction.TransactionContext   : Began transaction (1) for test context [DefaultTestContext@eda25e5 testClass = OrderRepositoryTests, testInstance = com.shopme.admin.order.OrderRepositoryTests@366ac49b, testMethod = testCreateNewOrderWithMultipleProducts@OrderRepositoryTests, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@7cf6a5f9 testClass = OrderRepositoryTests, locations = '{}', classes = '{class com.shopme.admin.ShopmeBackEndApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.autoconfigure.orm.jpa.DataJpaTestContextBootstrapper=true}', contextCustomizers = set[[ImportsContextCustomizer@623e088f key = [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration, org.springframework.boot.autoconfigure.data.jpa.JpaRepositoriesAutoConfiguration, org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration, org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration, org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration, org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration, org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfiguration, org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfiguration, org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration, org.springframework.boot.test.autoconfigure.jdbc.TestDatabaseAutoConfiguration, org.springframework.boot.test.autoconfigure.orm.jpa.TestEntityManagerAutoConfiguration]], org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@6aa61224, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@7e19ebf0, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.autoconfigure.OverrideAutoConfigurationContextCustomizerFactory$DisableAutoConfigurationContextCustomizer@5e3d57c7, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@418c5a9c, org.springframework.boot.test.autoconfigure.filter.TypeExcludeFiltersContextCustomizer@351584c0, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@a6335b0f, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@74a6f9c1, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@0], contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]; transaction manager [org.springframework.orm.jpa.JpaTransactionManager@7112b21a]; rollback [false]
2021-10-19 16:28:45.747  INFO 5052 --- [main] o.s.t.c.transaction.TransactionContext   : Committed transaction for test: [DefaultTestContext@eda25e5 testClass = OrderRepositoryTests, testInstance = com.shopme.admin.order.OrderRepositoryTests@366ac49b, testMethod = testCreateNewOrderWithMultipleProducts@OrderRepositoryTests, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@7cf6a5f9 testClass = OrderRepositoryTests, locations = '{}', classes = '{class com.shopme.admin.ShopmeBackEndApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.autoconfigure.orm.jpa.DataJpaTestContextBootstrapper=true}', contextCustomizers = set[[ImportsContextCustomizer@623e088f key = [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration, org.springframework.boot.autoconfigure.data.jpa.JpaRepositoriesAutoConfiguration, org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration, org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration, org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration, org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration, org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfiguration, org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfiguration, org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration, org.springframework.boot.test.autoconfigure.jdbc.TestDatabaseAutoConfiguration, org.springframework.boot.test.autoconfigure.orm.jpa.TestEntityManagerAutoConfiguration]], org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@6aa61224, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@7e19ebf0, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.autoconfigure.OverrideAutoConfigurationContextCustomizerFactory$DisableAutoConfigurationContextCustomizer@5e3d57c7, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@418c5a9c, org.springframework.boot.test.autoconfigure.filter.TypeExcludeFiltersContextCustomizer@351584c0, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@a6335b0f, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@74a6f9c1, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@0], contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]
2021-10-19 16:28:45.756  INFO 5052 --- [SpringContextShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2021-10-19 16:28:45.759  INFO 5052 --- [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2021-10-19 16:28:45.765  INFO 5052 --- [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2021-10-19 16:28:51.371  INFO 20280 --- [http-nio-8081-exec-6] c.s.admin.controller.OrderController     : OrderController | listFirstPage is called
2021-10-19 16:28:51.377  INFO 20280 --- [http-nio-8081-exec-9] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | sortField : orderTime
2021-10-19 16:28:51.378  INFO 20280 --- [http-nio-8081-exec-9] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | sortDir : desc
2021-10-19 16:28:51.378  INFO 20280 --- [http-nio-8081-exec-9] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | reverseSortDir : asc
2021-10-19 16:28:51.378  INFO 20280 --- [http-nio-8081-exec-9] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | keyword : null
2021-10-19 16:28:51.378  INFO 20280 --- [http-nio-8081-exec-9] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | moduleURL : /orders
2021-10-19 16:28:51.378  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.controller.OrderController     : OrderController | listByPage is called
2021-10-19 16:28:51.386  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes is started
2021-10-19 16:28:51.386  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | startCount : 1
2021-10-19 16:28:51.386  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | endCount : 10
2021-10-19 16:28:51.386  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | page.getTotalElements() : 1
2021-10-19 16:28:51.386  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | endCount : 1
2021-10-19 16:28:51.386  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | currentPage : 1
2021-10-19 16:28:51.386  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | totalPages : 1
2021-10-19 16:28:51.386  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | totalItems : 1
2021-10-19 16:28:51.386  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | listName : [Order [id=10, subtotal=1114.95, paymentMethod=CREDIT_CARD, status=PACKAGED, customer=Ahjaja Thaker]]
2021-10-19 16:28:51.386  INFO 20280 --- [http-nio-8081-exec-9] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting is called
2021-10-19 16:28:51.387  INFO 20280 --- [http-nio-8081-exec-9] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | currencySettings : [Setting [key=CURRENCY_ID, value=1], Setting [key=CURRENCY_SYMBOL, value=$], Setting [key=CURRENCY_SYMBOL_POSITION, value=Before price], Setting [key=DECIMAL_DIGITS, value=2], Setting [key=DECIMAL_POINT_TYPE, value=POINT], Setting [key=THOUSANDS_POINT_TYPE, value=COMMA]]
2021-10-19 16:28:51.387  INFO 20280 --- [http-nio-8081-exec-9] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_ID , value : 1
2021-10-19 16:28:51.387  INFO 20280 --- [http-nio-8081-exec-9] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_SYMBOL , value : $
2021-10-19 16:28:51.387  INFO 20280 --- [http-nio-8081-exec-9] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_SYMBOL_POSITION , value : Before price
2021-10-19 16:28:51.387  INFO 20280 --- [http-nio-8081-exec-9] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : DECIMAL_DIGITS , value : 2
2021-10-19 16:28:51.387  INFO 20280 --- [http-nio-8081-exec-9] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : DECIMAL_POINT_TYPE , value : POINT
2021-10-19 16:28:51.387  INFO 20280 --- [http-nio-8081-exec-9] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : THOUSANDS_POINT_TYPE , value : COMMA
2021-10-19 16:28:51.387  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.controller.OrderController     : OrderController | listByPage | loggedUser : ShopmeUserDetails [user=User(email=ya@a.com, password=$2a$10$Wn8xOUf9VgaapocpWj/qnezjM5k6o7pSraRmkWlCteES/Km8WC0Hi, firstName=Yöntem, lastName=Algınoğlu, photos=Ammanolla.png, enabled=true, roles=[Admin])]
2021-10-19 16:28:53.903  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.controller.OrderController     : OrderController | editOrder is called
2021-10-19 16:28:53.909  INFO 20280 --- [http-nio-8081-exec-9] c.s.admin.controller.OrderController     : OrderController | editOrder | order : Order [id=10, subtotal=1114.95, paymentMethod=CREDIT_CARD, status=PACKAGED, customer=Ahjaja Thaker]
